Profile Name,Source,Navigation Level,Referrer Url,Webpage Url,Click Utc Ts
MOISES,tvui,movieDetails,,,2021-05-28 23:37:17
MOISES,tvui,browseTitles,,,2021-05-28 23:37:17
MOISES,tvui,playback,,,2021-05-28 23:37:16
MOISES,tvui,postPlay,,,2021-05-28 23:37:16
MOISES,tvui,movieDetails,,,2021-05-28 23:37:16
MOISES,tvui,postPlay,,,2021-05-28 23:37:16
MOISES,tvui,episodesSelector,,,2021-05-28 23:34:20
MOISES,tvui,playback,,,2021-05-28 23:34:20
MOISES,tvui,movieDetails,,,2021-05-28 23:34:14
MOISES,tvui,episodesSelector,,,2021-05-28 23:34:14
MOISES,tvui,movieDetails,,,2021-05-28 23:34:11
MOISES,tvui,browseTitles,,,2021-05-28 23:34:11
MOISES,tvui,movieDetails,,,2021-05-28 23:33:37
MOISES,tvui,browseTitles,,,2021-05-28 23:33:37
MOISES,tvui,playback,,,2021-05-28 23:33:24
MOISES,tvui,movieDetails,,,2021-05-28 23:33:24
MOISES,tvui,playback,,,2021-05-28 23:07:53
MOISES,tvui,postPlay,,,2021-05-28 23:07:53
MOISES,tvui,playback,,,2021-05-28 23:07:47
MOISES,tvui,postPlay,,,2021-05-28 23:07:47
MOISES,tvui,postPlay,,,2021-05-28 22:25:11
MOISES,tvui,playback,,,2021-05-28 22:25:11
MOISES,tvui,playback,,,2021-05-28 22:25:06
MOISES,tvui,postPlay,,,2021-05-28 22:25:06
MOISES,tvui,postPlay,,,2021-05-28 21:42:21
MOISES,tvui,playback,,,2021-05-28 21:42:21
MOISES,tvui,playback,,,2021-05-28 21:42:18
MOISES,tvui,postPlay,,,2021-05-28 21:42:18
MOISES,tvui,postPlay,,,2021-05-28 20:44:34
MOISES,tvui,playback,,,2021-05-28 20:44:34
MOISES,tvui,playback,,,2021-05-28 20:44:28
MOISES,tvui,postPlay,,,2021-05-28 20:44:28
MOISES,tvui,playback,,,2021-05-28 20:02:18
MOISES,tvui,movieDetails,,,2021-05-28 20:02:18
MOISES,tvui,browseTitles,,,2021-05-28 20:02:14
MOISES,tvui,movieDetails,,,2021-05-28 20:02:14
MOISES,tvui,browseTitles,,,2021-05-28 20:02:07
MOISES,tvui,browseTitles,,,2021-05-28 20:01:31
MOISES,tvui,profilesGate,,,2021-05-28 20:01:31
MOISES,tvui,browseTitles,,,2021-05-28 16:26:27
MOISES,tvui,movieDetails,,,2021-05-28 16:26:27
MOISES,tvui,playback,,,2021-05-28 16:26:26
MOISES,tvui,movieDetails,,,2021-05-28 16:26:26
MOISES,tvui,playback,,,2021-05-28 16:26:25
MOISES,tvui,episodesSelector,,,2021-05-28 16:26:25
MOISES,tvui,movieDetails,,,2021-05-28 16:25:21
MOISES,tvui,episodesSelector,,,2021-05-28 16:25:21
MOISES,tvui,postPlay,,,2021-05-28 16:25:16
MOISES,tvui,movieDetails,,,2021-05-28 16:25:16
MOISES,tvui,playback,,,2021-05-28 16:25:11
MOISES,tvui,postPlay,,,2021-05-28 16:25:11
MOISES,tvui,postPlay,,,2021-05-28 15:44:07
MOISES,tvui,playback,,,2021-05-28 15:44:07
MOISES,tvui,playback,,,2021-05-28 15:44:01
MOISES,tvui,postPlay,,,2021-05-28 15:44:01
MOISES,tvui,postPlay,,,2021-05-28 15:03:07
MOISES,tvui,playback,,,2021-05-28 15:03:07
MOISES,tvui,playback,,,2021-05-28 15:03:01
MOISES,tvui,postPlay,,,2021-05-28 15:03:01
MOISES,tvui,movieDetails,,,2021-05-28 14:48:11
MOISES,tvui,playback,,,2021-05-28 14:48:11
MOISES,tvui,profilesGate,,,2021-05-28 14:47:08
MOISES,tvui,movieDetails,,,2021-05-28 14:47:08
MOISES,tvui,profilesGate,,,2021-05-28 14:47:06
MOISES,tvui,movieDetails,,,2021-05-27 22:41:53
MOISES,tvui,profilesGate,,,2021-05-27 22:41:53
MOISES,tvui,playback,,,2021-05-27 22:11:55
MOISES,tvui,movieDetails,,,2021-05-27 22:11:55
MOISES,tvui,playback,,,2021-05-27 19:05:58
MOISES,tvui,postPlay,,,2021-05-27 19:05:58
MOISES,tvui,playback,,,2021-05-27 19:05:54
MOISES,tvui,postPlay,,,2021-05-27 19:05:54
MOISES,tvui,playback,,,2021-05-27 18:13:57
MOISES,tvui,postPlay,,,2021-05-27 18:13:57
MOISES,tvui,playback,,,2021-05-27 18:13:51
MOISES,tvui,postPlay,,,2021-05-27 18:13:51
MOISES,tvui,postPlay,,,2021-05-27 17:33:08
MOISES,tvui,playback,,,2021-05-27 17:33:08
MOISES,tvui,playback,,,2021-05-27 17:33:02
MOISES,tvui,postPlay,,,2021-05-27 17:33:02
MOISES,tvui,movieDetails,,,2021-05-27 17:10:31
MOISES,tvui,playback,,,2021-05-27 17:10:31
MOISES,tvui,browseTitles,,,2021-05-27 17:10:27
MOISES,tvui,movieDetails,,,2021-05-27 17:10:27
MOISES,tvui,profilesGate,,,2021-05-27 17:10:05
MOISES,tvui,profilesGate,,,2021-05-27 17:10:00
MOISES,tvui,browseTitles,,,2021-05-27 17:10:00
MOISES,tvui,postPlay,,,2021-05-27 15:36:25
MOISES,tvui,playback,,,2021-05-27 15:36:25
MOISES,tvui,playback,,,2021-05-27 15:36:20
MOISES,tvui,postPlay,,,2021-05-27 15:36:20
MOISES,tvui,movieDetails,,,2021-05-27 15:22:39
MOISES,tvui,playback,,,2021-05-27 15:22:39
MOISES,tvui,browseTitles,,,2021-05-27 15:22:19
MOISES,tvui,movieDetails,,,2021-05-27 15:22:19
MOISES,tvui,browseTitles,,,2021-05-27 15:22:10
MOISES,tvui,profilesGate,,,2021-05-27 15:22:10
MOISES,tvui,profilesGate,,,2021-05-27 15:22:06
MOISES,android,browseTitles,,,2021-05-27 01:02:05
MOISES,android,movieDetails,,,2021-05-27 01:02:05
MOISES,android,playback,,,2021-05-27 01:01:55
MOISES,android,browseTitles,,,2021-05-27 01:01:55
MOISES,android,browseTitles,,,2021-05-27 01:01:41
MOISES,android,playback,,,2021-05-27 01:01:41
MOISES,android,profilesGate,,,2021-05-27 01:00:09
MOISES,android,browseTitles,,,2021-05-27 01:00:09
MOISES,tvui,browseTitles,,,2021-05-26 22:19:21
MOISES,tvui,profilesGate,,,2021-05-26 22:19:21
MOISES,tvui,browseTitles,,,2021-05-26 22:05:20
MOISES,tvui,screenSaver,,,2021-05-26 22:05:20
MOISES,tvui,browseTitles,,,2021-05-26 21:54:21
MOISES,tvui,screenSaver,,,2021-05-26 21:54:21
MOISES,tvui,browseTitles,,,2021-05-26 21:49:21
MOISES,tvui,profilesGate,,,2021-05-26 21:49:21
MOISES,android,browseTitles,,,2021-05-24 23:20:52
MOISES,android,playback,,,2021-05-24 23:20:52
Kids,android,profilesGate,,,2021-08-27 14:22:49
Kids,android,browseTitles,,,2021-08-27 14:22:49
Kids,android,browseTitles,,,2021-08-27 14:22:49
Kids,android,browseTitles,,,2021-08-27 14:22:49
Kids,tvui,browseTitles,,,2021-07-30 23:34:56
Kids,tvui,profilesGate,,,2021-07-30 23:34:56
Kids,tvui,browseTitles,,,2021-07-30 23:34:43
Kids,tvui,profileSelectionTransitionAnimation,,,2021-07-30 23:34:43
Kids,tvui,profilesGate,,,2021-07-30 23:34:42
Kids,tvui,profileSelectionTransitionAnimation,,,2021-07-30 23:34:42
Kids,tvui,profilesGate,,,2021-07-04 12:15:51
Kids,tvui,browseTitles,,,2021-07-04 12:15:51
Kids,tvui,profilesGate,,,2021-07-04 12:15:43
Kids,tvui,browseTitles,,,2021-07-04 12:15:43
Kids,tvui,profilesGate,,,2021-06-14 23:48:43
Kids,tvui,movieDetails,,,2021-06-13 15:24:59
Kids,tvui,profilesGate,,,2021-06-13 15:24:59
Kids,tvui,playback,,,2021-06-13 14:54:59
Kids,tvui,movieDetails,,,2021-06-13 14:54:59
Kids,tvui,movieDetails,,,2021-06-13 14:29:30
Kids,tvui,playback,,,2021-06-13 14:29:30
Kids,tvui,search,,,2021-06-13 14:29:28
Kids,tvui,movieDetails,,,2021-06-13 14:29:28
Kids,tvui,search,,,2021-06-13 14:29:10
Kids,tvui,movieDetails,,,2021-06-13 14:29:10
Kids,tvui,playback,,,2021-06-13 14:29:08
Kids,tvui,movieDetails,,,2021-06-13 14:29:08
Kids,tvui,movieDetails,,,2021-06-13 14:28:24
Kids,tvui,playback,,,2021-06-13 14:28:24
Kids,tvui,search,,,2021-06-13 14:28:21
Kids,tvui,movieDetails,,,2021-06-13 14:28:21
Kids,tvui,search,,,2021-06-13 14:28:07
Kids,tvui,browseTitles,,,2021-06-13 14:28:07
Kids,tvui,browseTitles,,,2021-06-13 14:27:53
Kids,tvui,profilesGate,,,2021-06-13 14:27:53
Rafael,tvui,playback,,,2021-09-22 01:42:07
Rafael,tvui,movieDetails,,,2021-09-22 01:42:07
Rafael,tvui,postPlay,,,2021-09-22 01:40:11
Rafael,tvui,playback,,,2021-09-22 01:40:11
Rafael,tvui,playback,,,2021-09-22 01:40:05
Rafael,tvui,postPlay,,,2021-09-22 01:40:05
Rafael,tvui,playback,,,2021-09-22 00:59:51
Rafael,tvui,movieDetails,,,2021-09-22 00:59:51
Rafael,tvui,search,,,2021-09-22 00:59:46
Rafael,tvui,movieDetails,,,2021-09-22 00:59:46
Rafael,tvui,browseTitles,,,2021-09-22 00:59:36
Rafael,tvui,search,,,2021-09-22 00:59:36
Rafael,tvui,profilesGate,,,2021-09-22 00:58:42
Rafael,tvui,browseTitles,,,2021-09-22 00:58:42
Rafael,tvui,playback,,,2021-09-21 02:08:56
Rafael,tvui,movieDetails,,,2021-09-21 02:08:56
Rafael,tvui,movieDetails,,,2021-09-21 02:01:34
Rafael,tvui,playback,,,2021-09-21 02:01:34
Rafael,tvui,browseTitles,,,2021-09-21 02:01:31
Rafael,tvui,movieDetails,,,2021-09-21 02:01:31
Rafael,tvui,movieDetails,,,2021-09-21 02:01:28
Rafael,tvui,browseTitles,,,2021-09-21 02:01:28
Rafael,tvui,browseTitles,,,2021-09-21 02:01:24
Rafael,tvui,movieDetails,,,2021-09-21 02:01:24
Rafael,tvui,profilesGate,,,2021-09-21 02:01:18
Rafael,tvui,browseTitles,,,2021-09-21 02:01:18
Rafael,tvui,playback,,,2021-09-21 01:58:09
Rafael,tvui,movieDetails,,,2021-09-21 01:58:09
Rafael,tvui,postPlay,,,2021-09-21 01:58:07
Rafael,tvui,playback,,,2021-09-21 01:58:07
Rafael,tvui,playback,,,2021-09-21 01:58:00
Rafael,tvui,postPlay,,,2021-09-21 01:58:00
Rafael,tvui,movieDetails,,,2021-09-21 01:07:16
Rafael,tvui,playback,,,2021-09-21 01:07:16
Rafael,tvui,browseTitles,,,2021-09-21 01:07:10
Rafael,tvui,movieDetails,,,2021-09-21 01:07:10
Rafael,tvui,screenSaver,,,2021-09-21 01:07:06
Rafael,tvui,browseTitles,,,2021-09-21 01:07:06
Rafael,tvui,browseTitles,,,2021-09-21 01:02:27
Rafael,tvui,screenSaver,,,2021-09-21 01:02:27
Rafael,tvui,profilesGate,,,2021-09-21 00:57:28
Rafael,tvui,browseTitles,,,2021-09-21 00:57:28
Rafael,tvui,exitDialog,,,2021-09-19 20:06:47
Rafael,tvui,browseTitles,,,2021-09-19 20:06:47
Rafael,tvui,movieDetails,,,2021-09-19 20:06:35
Rafael,tvui,browseTitles,,,2021-09-19 20:06:35
Rafael,tvui,playback,,,2021-09-19 20:06:30
Rafael,tvui,movieDetails,,,2021-09-19 20:06:30
Rafael,tvui,postPlay,,,2021-09-19 20:06:26
Rafael,tvui,playback,,,2021-09-19 20:06:26
Rafael,tvui,playback,,,2021-09-19 20:06:19
Rafael,tvui,postPlay,,,2021-09-19 20:06:19
Rafael,tvui,postPlay,,,2021-09-19 19:16:15
Rafael,tvui,playback,,,2021-09-19 19:16:15
Rafael,tvui,playback,,,2021-09-19 19:16:08
Rafael,tvui,postPlay,,,2021-09-19 19:16:08
Rafael,tvui,playback,,,2021-09-19 18:50:54
Rafael,tvui,episodesSelector,,,2021-09-19 18:50:54
Rafael,tvui,movieDetails,,,2021-09-19 18:50:51
Rafael,tvui,episodesSelector,,,2021-09-19 18:50:51
Rafael,tvui,browseTitles,,,2021-09-19 18:50:40
Rafael,tvui,movieDetails,,,2021-09-19 18:50:40
Rafael,tvui,profilesGate,,,2021-09-19 18:50:25
Rafael,tvui,browseTitles,,,2021-09-19 18:50:25
Rafael,tvui,postPlay,,,2021-09-19 02:27:40
Rafael,tvui,playback,,,2021-09-19 02:27:40
Rafael,tvui,playback,,,2021-09-19 02:27:33
Rafael,tvui,postPlay,,,2021-09-19 02:27:33
Rafael,tvui,movieDetails,,,2021-09-19 01:32:09
Rafael,tvui,playback,,,2021-09-19 01:32:09
Rafael,tvui,browseTitles,,,2021-09-19 01:32:04
Rafael,tvui,movieDetails,,,2021-09-19 01:32:04
Rafael,iOS,newsFeed,,,2021-09-19 01:30:14
Rafael,iOS,movieDetails,,,2021-09-19 01:30:14
Rafael,iOS,movieDetails,,,2021-09-19 01:30:13
Rafael,iOS,newsFeed,,,2021-09-19 01:30:13
Rafael,tvui,profilesGate,,,2021-09-19 01:29:58
Rafael,tvui,browseTitles,,,2021-09-19 01:29:58
Rafael,iOS,browseTitles,,,2021-09-19 01:28:33
Rafael,iOS,movieDetails,,,2021-09-19 01:28:33
Rafael,iOS,profilesGate,,,2021-09-19 01:28:27
Rafael,iOS,profilesGate,,,2021-09-19 01:28:27
Rafael,iOS,browseTitles,,,2021-09-19 01:28:27
Rafael,tvui,browseTitles,,,2021-09-18 21:48:46
Rafael,tvui,profilesGate,,,2021-09-18 21:48:46
Rafael,tvui,movieDetails,,,2021-09-18 21:18:41
Rafael,tvui,browseTitles,,,2021-09-18 21:18:41
Rafael,tvui,movieDetails,,,2021-09-18 21:18:39
Rafael,tvui,postPlay,,,2021-09-18 21:18:39
Rafael,tvui,postPlay,,,2021-09-18 21:17:50
Rafael,tvui,playback,,,2021-09-18 21:17:50
Rafael,tvui,movieDetails,,,2021-09-18 19:50:11
Rafael,tvui,playback,,,2021-09-18 19:50:11
Rafael,tvui,movieDetails,,,2021-09-18 19:49:51
Rafael,tvui,playback,,,2021-09-18 19:49:51
Rafael,tvui,movieDetails,,,2021-09-18 19:47:57
Rafael,tvui,playback,,,2021-09-18 19:47:57
Rafael,tvui,movieDetails,,,2021-09-18 19:47:25
Rafael,tvui,browseTitles,,,2021-09-18 19:47:25
Rafael,tvui,movieDetails,,,2021-09-18 19:39:07
Rafael,tvui,browseTitles,,,2021-09-18 19:39:07
Rafael,tvui,playback,,,2021-09-18 19:39:06
Rafael,tvui,movieDetails,,,2021-09-18 19:39:06
Rafael,tvui,movieDetails,,,2021-09-18 19:38:04
Rafael,tvui,playback,,,2021-09-18 19:38:04
Rafael,tvui,browseTitles,,,2021-09-18 19:36:34
Rafael,tvui,movieDetails,,,2021-09-18 19:36:34
Rafael,tvui,profilesGate,,,2021-09-18 19:35:28
Rafael,tvui,browseTitles,,,2021-09-18 19:35:28
Rafael,tvui,playback,,,2021-09-18 01:55:22
Rafael,tvui,movieDetails,,,2021-09-18 01:55:22
Rafael,tvui,episodesSelector,,,2021-09-18 01:42:00
Rafael,tvui,playback,,,2021-09-18 01:42:00
Rafael,tvui,movieDetails,,,2021-09-18 01:41:50
Rafael,tvui,episodesSelector,,,2021-09-18 01:41:50
Rafael,tvui,movieDetails,,,2021-09-18 01:41:47
Rafael,tvui,search,,,2021-09-18 01:41:47
Rafael,tvui,movieDetails,,,2021-09-18 01:41:46
Rafael,tvui,search,,,2021-09-18 01:41:46
Rafael,tvui,movieDetails,,,2021-09-18 01:41:43
Rafael,tvui,playback,,,2021-09-18 01:41:43
Rafael,tvui,movieDetails,,,2021-09-18 01:40:30
Rafael,tvui,playback,,,2021-09-18 01:40:30
Rafael,tvui,search,,,2021-09-18 01:40:26
Rafael,tvui,movieDetails,,,2021-09-18 01:40:26
Rafael,tvui,movieDetails,,,2021-09-18 01:40:22
Rafael,tvui,search,,,2021-09-18 01:40:22
Rafael,tvui,movieDetails,,,2021-09-18 01:40:21
Rafael,tvui,playback,,,2021-09-18 01:40:21
Rafael,tvui,movieDetails,,,2021-09-18 01:38:21
Rafael,tvui,playback,,,2021-09-18 01:38:21
Rafael,tvui,searchSuggestionTitleResults,,,2021-09-18 01:38:18
Rafael,tvui,movieDetails,,,2021-09-18 01:38:18
Rafael,tvui,movieDetails,,,2021-09-18 01:38:06
Rafael,tvui,search,,,2021-09-18 01:38:06
Rafael,tvui,movieDetails,,,2021-09-18 01:38:04
Rafael,tvui,playback,,,2021-09-18 01:38:04
Rafael,tvui,movieDetails,,,2021-09-18 01:37:48
Rafael,tvui,playback,,,2021-09-18 01:37:48
Rafael,tvui,movieDetails,,,2021-09-18 01:37:39
Rafael,tvui,searchSuggestionTitleResults,,,2021-09-18 01:37:39
Rafael,tvui,browseTitles,,,2021-09-18 01:36:55
Rafael,tvui,search,,,2021-09-18 01:36:55
Rafael,tvui,browseTitles,,,2021-09-18 01:36:36
Rafael,tvui,profilesGate,,,2021-09-18 01:36:36
Rafael,tvui,profilesGate,,,2021-09-18 01:36:35
Rafael,tvui,playback,,,2021-09-14 20:08:35
Rafael,tvui,postPlay,,,2021-09-14 20:08:35
Rafael,tvui,movieDetails,,,2021-09-14 19:07:33
Rafael,tvui,playback,,,2021-09-14 19:07:33
Rafael,tvui,browseTitles,,,2021-09-14 19:07:22
Rafael,tvui,movieDetails,,,2021-09-14 19:07:22
Rafael,tvui,profilesGate,,,2021-09-14 19:07:11
Rafael,tvui,browseTitles,,,2021-09-14 19:07:11
Rafael,tvui,movieDetails,,,2021-09-14 18:56:17
Rafael,tvui,playback,,,2021-09-14 18:56:16
Rafael,tvui,browseTitles,,,2021-09-14 18:56:14
Rafael,tvui,movieDetails,,,2021-09-14 18:56:14
Rafael,tvui,profilesGate,,,2021-09-14 18:56:06
Rafael,tvui,browseTitles,,,2021-09-14 18:56:06
Rafael,tvui,movieDetails,,,2021-09-14 18:51:29
Rafael,tvui,playback,,,2021-09-14 18:51:29
Rafael,tvui,playback,,,2021-09-14 18:27:47
Rafael,tvui,movieDetails,,,2021-09-14 18:27:47
Rafael,tvui,browseTitles,,,2021-09-14 18:27:44
Rafael,tvui,movieDetails,,,2021-09-14 18:27:44
Rafael,tvui,movieDetails,,,2021-09-14 18:27:29
Rafael,tvui,browseTitles,,,2021-09-14 18:27:29
Rafael,tvui,browseTitles,,,2021-09-14 18:27:26
Rafael,tvui,movieDetails,,,2021-09-14 18:27:26
Rafael,tvui,browseTitles,,,2021-09-14 18:27:21
Rafael,tvui,profilesGate,,,2021-09-14 18:27:21
Rafael,tvui,profilesGate,,,2021-09-14 18:27:18
Rafael,tvui,profilesGate,,,2021-09-14 01:10:44
Rafael,tvui,browseTitles,,,2021-09-14 01:10:44
Rafael,iOS,profilesGate,,,2021-09-14 00:59:29
Rafael,iOS,profilesGate,,,2021-09-14 00:59:29
Rafael,iOS,browseTitles,,,2021-09-14 00:59:29
Rafael,tvui,browseTitles,,,2021-09-14 00:39:34
Rafael,tvui,search,,,2021-09-14 00:39:34
Rafael,tvui,browseTitles,,,2021-09-14 00:39:30
Rafael,tvui,search,,,2021-09-14 00:39:30
Rafael,tvui,browseTitles,,,2021-09-14 00:36:13
Rafael,tvui,movieDetails,,,2021-09-14 00:36:13
Rafael,tvui,movieDetails,,,2021-09-14 00:36:04
Rafael,tvui,browseTitles,,,2021-09-14 00:36:04
Rafael,tvui,browseTitles,,,2021-09-14 00:35:48
Rafael,tvui,movieDetails,,,2021-09-14 00:35:48
Rafael,tvui,movieDetails,,,2021-09-14 00:35:44
Rafael,tvui,browseTitles,,,2021-09-14 00:35:44
Rafael,tvui,browseTitles,,,2021-09-14 00:35:40
Rafael,tvui,movieDetails,,,2021-09-14 00:35:40
Rafael,tvui,movieDetails,,,2021-09-14 00:35:28
Rafael,tvui,browseTitles,,,2021-09-14 00:35:28
Rafael,tvui,browseTitles,,,2021-09-14 00:35:23
Rafael,tvui,profilesGate,,,2021-09-14 00:35:23
Rafael,tvui,profilesGate,,,2021-09-14 00:35:22
Rafael,tvui,browseTitles,,,2021-09-12 22:37:14
Rafael,tvui,profilesGate,,,2021-09-12 22:37:14
Rafael,tvui,browseTitles,,,2021-09-12 22:07:08
Rafael,tvui,movieDetails,,,2021-09-12 22:07:08
Rafael,tvui,movieDetails,,,2021-09-12 22:07:02
Rafael,tvui,postPlay,,,2021-09-12 22:07:02
Rafael,tvui,postPlay,,,2021-09-12 22:06:56
Rafael,tvui,playback,,,2021-09-12 22:06:56
Rafael,tvui,playback,,,2021-09-12 20:30:15
Rafael,tvui,movieDetails,,,2021-09-12 20:30:15
Rafael,tvui,browseTitles,,,2021-09-12 20:30:13
Rafael,tvui,movieDetails,,,2021-09-12 20:30:13
Rafael,tvui,profilesGate,,,2021-09-12 20:30:02
Rafael,tvui,browseTitles,,,2021-09-12 20:30:02
Rafael,tvui,profilesGate,,,2021-09-12 20:29:59
Rafael,tvui,profilesGate,,,2021-09-12 18:37:22
Rafael,tvui,browseTitles,,,2021-09-12 18:37:22
Rafael,tvui,movieDetails,,,2021-09-12 18:07:17
Rafael,tvui,browseTitles,,,2021-09-12 18:07:17
Rafael,tvui,browseTitles,,,2021-09-12 18:07:07
Rafael,tvui,movieDetails,,,2021-09-12 18:07:07
Rafael,tvui,movieDetails,,,2021-09-12 18:05:10
Rafael,tvui,browseTitles,,,2021-09-12 18:05:10
Rafael,tvui,movieDetails,,,2021-09-12 18:05:05
Rafael,tvui,playback,,,2021-09-12 18:05:05
Rafael,tvui,movieDetails,,,2021-09-12 18:05:00
Rafael,tvui,playback,,,2021-09-12 18:05:00
Rafael,tvui,movieDetails,,,2021-09-12 18:02:38
Rafael,tvui,browseTitles,,,2021-09-12 18:02:38
Rafael,tvui,profilesGate,,,2021-09-12 18:02:28
Rafael,tvui,browseTitles,,,2021-09-12 18:02:28
Rafael,tvui,profilesGate,,,2021-09-07 23:09:04
Rafael,tvui,browseTitles,,,2021-09-07 23:09:04
Rafael,tvui,profilesGate,,,2021-09-07 22:38:09
Rafael,tvui,browseTitles,,,2021-09-07 22:38:09
Rafael,tvui,profilesGate,,,2021-09-07 22:38:08
Rafael,tvui,browseTitles,,,2021-09-07 21:36:49
Rafael,tvui,profilesGate,,,2021-09-07 21:36:49
Rafael,tvui,playback,,,2021-09-07 19:41:55
Rafael,tvui,movieDetails,,,2021-09-07 19:41:55
Rafael,tvui,browseTitles,,,2021-09-07 19:41:55
Rafael,tvui,movieDetails,,,2021-09-07 19:41:55
Rafael,tvui,movieDetails,,,2021-09-07 17:55:05
Rafael,tvui,playback,,,2021-09-07 17:55:05
Rafael,tvui,movieDetails,,,2021-09-07 17:55:04
Rafael,tvui,browseTitles,,,2021-09-07 17:55:04
Rafael,tvui,movieDetails,,,2021-09-07 17:46:44
Rafael,tvui,browseTitles,,,2021-09-07 17:46:44
Rafael,tvui,playback,,,2021-09-07 17:46:43
Rafael,tvui,movieDetails,,,2021-09-07 17:46:43
Rafael,tvui,movieDetails,,,2021-09-07 17:43:01
Rafael,tvui,playback,,,2021-09-07 17:43:01
Rafael,tvui,browseTitles,,,2021-09-07 17:42:59
Rafael,tvui,movieDetails,,,2021-09-07 17:42:59
Rafael,tvui,browseTitles,,,2021-09-07 17:34:04
Rafael,tvui,profilesGate,,,2021-09-07 17:34:04
Rafael,tvui,profilesGate,,,2021-09-07 17:34:03
Rafael,tvui,browseTitles,,,2021-09-06 23:41:11
Rafael,tvui,profilesGate,,,2021-09-06 23:41:11
Rafael,tvui,browseTitles,,,2021-09-06 22:53:33
Rafael,tvui,movieDetails,,,2021-09-06 22:53:33
Rafael,tvui,browseTitles,,,2021-09-06 22:53:28
Rafael,tvui,movieDetails,,,2021-09-06 22:53:28
Rafael,tvui,movieDetails,,,2021-09-06 22:51:19
Rafael,tvui,browseTitles,,,2021-09-06 22:51:19
Rafael,tvui,browseTitles,,,2021-09-06 22:49:59
Rafael,tvui,movieDetails,,,2021-09-06 22:49:59
Rafael,tvui,browseTitles,,,2021-09-06 22:49:52
Rafael,tvui,profilesGate,,,2021-09-06 22:49:52
Rafael,tvui,profilesGate,,,2021-09-06 22:49:50
Rafael,tvui,browseTitles,,,2021-09-05 23:12:33
Rafael,tvui,profilesGate,,,2021-09-05 23:12:33
Rafael,tvui,movieDetails,,,2021-09-05 22:42:28
Rafael,tvui,browseTitles,,,2021-09-05 22:42:28
Rafael,tvui,postPlay,,,2021-09-05 22:42:24
Rafael,tvui,movieDetails,,,2021-09-05 22:42:24
Rafael,tvui,playback,,,2021-09-05 22:42:20
Rafael,tvui,postPlay,,,2021-09-05 22:42:20
Rafael,tvui,postPlay,,,2021-09-05 21:43:32
Rafael,tvui,playback,,,2021-09-05 21:43:32
Rafael,tvui,playback,,,2021-09-05 21:43:27
Rafael,tvui,postPlay,,,2021-09-05 21:43:27
Rafael,tvui,playback,,,2021-09-05 20:48:58
Rafael,tvui,postPlay,,,2021-09-05 20:48:58
Rafael,tvui,playback,,,2021-09-05 20:48:54
Rafael,tvui,postPlay,,,2021-09-05 20:48:54
Rafael,tvui,playback,,,2021-09-05 20:08:14
Rafael,tvui,episodesSelector,,,2021-09-05 20:08:14
Rafael,tvui,episodesSelector,,,2021-09-05 20:08:08
Rafael,tvui,movieDetails,,,2021-09-05 20:08:08
Rafael,tvui,movieDetails,,,2021-09-05 20:08:04
Rafael,tvui,browseTitles,,,2021-09-05 20:08:04
Rafael,tvui,profilesGate,,,2021-09-05 20:07:56
Rafael,tvui,browseTitles,,,2021-09-05 20:07:56
Rafael,tvui,profilesGate,,,2021-09-05 20:07:53
Rafael,tvui,browseTitles,,,2021-09-05 15:07:38
Rafael,tvui,profilesGate,,,2021-09-05 15:07:38
Rafael,tvui,movieDetails,,,2021-09-05 03:13:49
Rafael,tvui,browseTitles,,,2021-09-05 03:13:49
Rafael,tvui,movieDetails,,,2021-09-05 03:13:47
Rafael,tvui,episodesSelector,,,2021-09-05 03:13:47
Rafael,tvui,episodesSelector,,,2021-09-05 03:13:39
Rafael,tvui,movieDetails,,,2021-09-05 03:13:39
Rafael,tvui,movieDetails,,,2021-09-05 03:13:37
Rafael,tvui,browseTitles,,,2021-09-05 03:13:37
Rafael,tvui,movieDetails,,,2021-09-05 03:13:35
Rafael,tvui,browseTitles,,,2021-09-05 03:13:35
Rafael,tvui,movieDetails,,,2021-09-05 03:13:34
Rafael,tvui,playback,,,2021-09-05 03:13:34
Rafael,tvui,postPlay,,,2021-09-05 03:12:08
Rafael,tvui,playback,,,2021-09-05 03:12:08
Rafael,tvui,playback,,,2021-09-05 03:12:03
Rafael,tvui,postPlay,,,2021-09-05 03:12:03
Rafael,tvui,postPlay,,,2021-09-05 02:27:14
Rafael,tvui,playback,,,2021-09-05 02:27:14
Rafael,tvui,playback,,,2021-09-05 02:27:11
Rafael,tvui,postPlay,,,2021-09-05 02:27:11
Rafael,tvui,postPlay,,,2021-09-05 01:33:42
Rafael,tvui,playback,,,2021-09-05 01:33:42
Rafael,tvui,playback,,,2021-09-05 01:33:38
Rafael,tvui,postPlay,,,2021-09-05 01:33:38
Rafael,tvui,episodesSelector,,,2021-09-05 00:48:25
Rafael,tvui,playback,,,2021-09-05 00:48:25
Rafael,tvui,movieDetails,,,2021-09-05 00:48:19
Rafael,tvui,episodesSelector,,,2021-09-05 00:48:19
Rafael,tvui,browseTitles,,,2021-09-05 00:48:13
Rafael,tvui,movieDetails,,,2021-09-05 00:48:13
Rafael,tvui,profilesGate,,,2021-09-05 00:47:53
Rafael,tvui,browseTitles,,,2021-09-05 00:47:53
Rafael,tvui,profilesGate,,,2021-09-05 00:47:52
Rafael,iOS,movieDetails,,,2021-09-03 00:33:17
