Profile Name,Country Iso Code,Device,Is Kids,Query Typed,Displayed Name,Action,Section,Utc Timestamp
Rafael,BR,Smart TV,0,lesbica,The Feels,view_video_info,suggestion_title_results,2019-10-19 00:29:33
Rafael,BR,Smart TV,0,lesbica,The Feels,play,video_info,2019-10-19 00:29:33
Rafael,BR,Smart TV,0,lesbica,Árvore de Sangue,play,video_info,2019-10-19 00:29:30
Rafael,BR,Smart TV,0,lesbica,Árvore de Sangue,view_video_info,suggestion_title_results,2019-10-19 00:29:30
Rafael,BR,Smart TV,0,lesbica,Loving Annabelle,play,video_info,2019-10-19 00:29:11
Rafael,BR,Smart TV,0,lesbica,Loving Annabelle,view_video_info,suggestion_title_results,2019-10-19 00:29:11
Rafael,BR,Smart TV,0,lesbica,Filmes românticos sobre lésbicas,view_suggestion_info,suggestion_results,2019-10-19 00:29:09
Rafael,BR,Smart TV,0,lesbica,LGBT - Lésbicas,view_suggestion_info,suggestion_results,2019-10-19 00:28:33
Rafael,BR,Smart TV,0,lesbica,Minas do Hóquei,view_video_info,suggestion_title_results,2019-10-19 00:28:18
Rafael,BR,Smart TV,0,lesbica,Minas do Hóquei,play,video_info,2019-10-19 00:28:18
Rafael,BR,Smart TV,0,lesbica,Árvore de Sangue,play,video_info,2019-10-19 00:28:10
Rafael,BR,Smart TV,0,lesbica,Árvore de Sangue,view_video_info,suggestion_title_results,2019-10-19 00:28:10
Rafael,BR,Smart TV,0,lesbica,Doce Vingança 2,play,video_info,2019-10-19 00:24:41
Rafael,BR,Smart TV,0,lesbica,Doce Vingança 2,view_video_info,suggestion_title_results,2019-10-19 00:24:41
